Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
Yell_July18_Site1y_S120_L001_R1	(1.0, 8.381134480560867)	(2.0, 2.5519439133205863)	(3.0, 1.653919694072658)	(4.0, 1.1191841937539835)	(5.0, 0.9496494582536646)	(6.0, 0.7915869980879542)	(7.0, 0.6379859783301466)	(8.0, 0.6118546845124283)	(9.0, 0.48757170172084136)	('>10', 9.461440407903122)	('>50', 4.710643722115997)	('>100', 14.17080943275972)	('>500', 11.497131931166347)	('>1k', 17.407903123008285)	('>5k', 15.416826003824092)	('>10k+', 10.150414276609306)
Yell_July18_Site1y_S120_L001_R2	(1.0, 8.832377310388782)	(2.0, 2.234544295729764)	(3.0, 1.3537284894837476)	(4.0, 0.9432759719566604)	(5.0, 0.7425111536010198)	(6.0, 0.5506692160611855)	(7.0, 0.6201402166985341)	(8.0, 0.4435946462715106)	(9.0, 0.3957934990439771)	('>10', 9.952836201402167)	('>50', 5.734862970044614)	('>100', 14.906309751434035)	('>500', 7.34161886551944)	('>1k', 13.550669216061184)	('>5k', 8.81453154875717)	('>10k+', 23.582536647546206)
Yell_July18_Site1z_S129_L001_R1	(1.0, 7.464005975590535)	(2.0, 2.2189176780170907)	(3.0, 1.2499400385124069)	(4.0, 0.9813125740952668)	(5.0, 0.8086234898271054)	(6.0, 0.7359844305714501)	(7.0, 0.5708333618864226)	(8.0, 0.5811124740452418)	(9.0, 0.5427371219856504)	('>10', 10.268833046660317)	('>50', 4.744152898366992)	('>100', 14.265351854009195)	('>500', 5.771378840104984)	('>1k', 11.848389948398857)	('>5k', 30.086961288863613)	('>10k+', 7.861464979064875)
Yell_July18_Site1z_S129_L001_R2	(1.0, 6.5950783610983565)	(2.0, 1.585724369033832)	(3.0, 0.9662365429289989)	(4.0, 0.7620248480404586)	(5.0, 0.5996148759311162)	(6.0, 0.5632953463032886)	(7.0, 0.4988795767746887)	(8.0, 0.4111644863527654)	(9.0, 0.4255552433751122)	('>10', 8.947624497180097)	('>50', 4.0808075270511965)	('>100', 7.445503573704661)	('>500', 6.244217999410664)	('>1k', 10.638195810233885)	('>5k', 13.572539694504787)	('>10k+', 36.663537248076096)
Yell_July18_Site5J_S107_L001_R1	(1.0, 34.285714285714285)	(2.0, 2.857142857142857)	(3.0, 0.0)	(4.0, 5.714285714285714)	(5.0, 7.142857142857142)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 11.428571428571429)	(9.0, 0.0)	('>10', 38.57142857142858)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5J_S107_L001_R2	(1.0, 27.142857142857142)	(2.0, 2.857142857142857)	(3.0, 4.285714285714286)	(4.0, 5.714285714285714)	(5.0, 14.285714285714285)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 45.714285714285715)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5L_S109_L001_R1	(1.0, 9.272738000096545)	(2.0, 2.714024426219836)	(3.0, 1.7024335037197154)	(4.0, 1.2465203095918773)	(5.0, 0.9922816578076474)	(6.0, 0.8817897542896068)	(7.0, 0.8260074340669067)	(8.0, 0.6822606858007176)	(9.0, 0.6806515804096782)	('>10', 9.303847370989974)	('>50', 4.889534914905144)	('>100', 17.040962459571226)	('>500', 2.1304555377362036)	('>1k', 10.687141638820204)	('>5k', 6.95240802621769)	('>10k+', 29.996942699757025)
Yell_July18_Site5L_S109_L001_R2	(1.0, 10.340647611283046)	(2.0, 2.6614603167792144)	(3.0, 1.6171509179946257)	(4.0, 1.3044481036692968)	(5.0, 1.0030090270812437)	(6.0, 0.8785715435075279)	(7.0, 0.7021063189568706)	(8.0, 0.6994244766384715)	(9.0, 0.7144427936215062)	('>10', 10.949962186023312)	('>50', 5.212428730040389)	('>100', 10.230155707765007)	('>500', 0.5631868868637999)	('>1k', 10.30149271343442)	('>5k', 13.85493378531316)	('>10k+', 28.96657888102811)
Yell_July18_Site5a_S87_L001_R1	(1.0, 4.839144359554505)	(2.0, 1.5706379698282074)	(3.0, 1.0435403909672647)	(4.0, 0.8724373719077673)	(5.0, 0.683158574266858)	(6.0, 0.5565548751825412)	(7.0, 0.4694364881888777)	(8.0, 0.3710365834550275)	(9.0, 0.4681829862177458)	('>10', 6.49627396539081)	('>50', 3.6639862616183967)	('>100', 9.28468910017361)	('>500', 2.4556103614472935)	('>1k', 5.568682506753242)	('>5k', 3.9410101972385347)	('>10k+', 57.71561800780932)
Yell_July18_Site5a_S87_L001_R2	(1.0, 5.720982996245762)	(2.0, 1.6132570368466905)	(3.0, 0.9363659724354916)	(4.0, 0.5941599343164967)	(5.0, 0.441859444823977)	(6.0, 0.3873321090797415)	(7.0, 0.39046586400757116)	(8.0, 0.24568638634184253)	(9.0, 0.24255263141401293)	('>10', 5.88895226037743)	('>50', 2.933821363434094)	('>100', 5.9980069318659)	('>500', 2.6104178548820767)	('>1k', 7.22518536160398)	('>5k', 17.129104435516727)	('>10k+', 47.641849416808206)
Yell_July18_Site5aa_S132_L001_R1	(1.0, 7.824108783298958)	(2.0, 2.3482622923390277)	(3.0, 1.4759494566948643)	(4.0, 1.1146040806607826)	(5.0, 0.823725879472172)	(6.0, 0.6737820279745032)	(7.0, 0.6261603755675181)	(8.0, 0.5457183951503138)	(9.0, 0.4112194038927483)	('>10', 8.836712432790724)	('>50', 4.10221923335575)	('>100', 12.166688654141314)	('>500', 4.666921935884524)	('>1k', 23.093605506092675)	('>5k', 10.903427793669538)	('>10k+', 20.386893749014586)
Yell_July18_Site5aa_S132_L001_R2	(1.0, 7.923213303172953)	(2.0, 2.0477310535003523)	(3.0, 1.1796012008378838)	(4.0, 0.890653607179286)	(5.0, 0.6596242394210752)	(6.0, 0.556014968643716)	(7.0, 0.49552259936997844)	(8.0, 0.411862939736086)	(9.0, 0.36488482317243864)	('>10', 6.489737212138373)	('>50', 5.000917038576756)	('>100', 16.575874484769116)	('>500', 4.315873133343844)	('>1k', 11.227769858711707)	('>5k', 10.848727246985838)	('>10k+', 31.0119922904406)
Yell_July18_Site5b_S88_L001_R1	(1.0, 6.732329315270298)	(2.0, 2.0176582423379754)	(3.0, 1.1451977344893143)	(4.0, 0.8998337696465365)	(5.0, 0.8187093755910136)	(6.0, 0.7345988075211769)	(7.0, 0.7350965031902292)	(8.0, 0.6888108059683664)	(9.0, 0.6763684142420593)	('>10', 13.180474403511742)	('>50', 4.430984541572519)	('>100', 10.446134397738472)	('>500', 7.256900550451411)	('>1k', 11.177249335576283)	('>5k', 2.7945611817285965)	('>10k+', 36.26509262116401)
Yell_July18_Site5b_S88_L001_R2	(1.0, 8.014891054418044)	(2.0, 2.6477409593581713)	(3.0, 1.915630630182256)	(4.0, 1.6881837094253604)	(5.0, 1.4458059185968963)	(6.0, 1.2362760419258831)	(7.0, 1.0590963837432685)	(8.0, 0.9515941192279744)	(9.0, 0.7301195464997063)	('>10', 7.916845007614744)	('>50', 4.894836905129251)	('>100', 8.791793993808666)	('>500', 4.913251644884186)	('>1k', 10.655664274409483)	('>5k', 7.055333804485234)	('>10k+', 36.08293600629087)
Yell_July18_Site5bb_S133_L001_R1	(1.0, 7.046375090705191)	(2.0, 2.11254040503991)	(3.0, 1.307737977439145)	(4.0, 0.9541526485915959)	(5.0, 0.8285506959561977)	(6.0, 0.6348703740352266)	(7.0, 0.544890823932977)	(8.0, 0.5171845108516393)	(9.0, 0.4203443498911537)	('>10', 7.90289596939112)	('>50', 4.384985817006399)	('>100', 10.590672207929282)	('>500', 6.902830001979023)	('>1k', 23.956725377663435)	('>5k', 3.492314796490534)	('>10k+', 28.402928953097167)
Yell_July18_Site5bb_S133_L001_R2	(1.0, 7.820040899795501)	(2.0, 2.097235965433076)	(3.0, 1.1676231941420938)	(4.0, 0.789497987993931)	(5.0, 0.6702289069199815)	(6.0, 0.5097961606966158)	(7.0, 0.4100534336037997)	(8.0, 0.39897090837126464)	(9.0, 0.3063526617850782)	('>10', 6.138135760934098)	('>50', 4.348307935879676)	('>100', 18.45451546935814)	('>500', 8.557556567055874)	('>1k', 8.909558678013061)	('>5k', 6.431558809947886)	('>10k+', 32.99056666006992)
Yell_July18_Site5c_S89_L001_R1	(1.0, 13.678776726538455)	(2.0, 3.6183621293295767)	(3.0, 2.095784005601785)	(4.0, 1.491638033513003)	(5.0, 1.188750834568223)	(6.0, 0.9575143708576919)	(7.0, 0.7295347587487175)	(8.0, 0.781644384373626)	(9.0, 0.5129541272451921)	('>10', 10.205344493478155)	('>50', 5.575729941865199)	('>100', 19.19751176537641)	('>500', 9.69564721783452)	('>1k', 21.956065071894997)	('>5k', 8.314742138774447)	('>10k+', 0.0)
Yell_July18_Site5c_S89_L001_R2	(1.0, 12.51119542738035)	(2.0, 3.0028171766353466)	(3.0, 1.9296845739223893)	(4.0, 1.5828298783565928)	(5.0, 1.1236138025370874)	(6.0, 0.8207266035923073)	(7.0, 0.9005194678304483)	(8.0, 0.9770554804670326)	(9.0, 0.8207266035923073)	('>10', 14.10705271214317)	('>50', 4.942272305362406)	('>100', 8.822810988617304)	('>500', 8.840723672425865)	('>1k', 19.928674949925906)	('>5k', 19.689296357211482)	('>10k+', 0.0)
Yell_July18_Site5cc_S134_L001_R1	(1.0, 6.196557049760801)	(2.0, 2.039778506045881)	(3.0, 1.3560854333823031)	(4.0, 1.05850001883452)	(5.0, 0.8522620258409613)	(6.0, 0.7543225223189061)	(7.0, 0.6311918484197838)	(8.0, 0.5725694052058613)	(9.0, 0.5148886879873432)	('>10', 10.875993520925151)	('>50', 5.471898896297133)	('>100', 10.881408445398726)	('>500', 3.7501883451990805)	('>1k', 20.8806550646024)	('>5k', 4.086384525558444)	('>10k+', 30.077315704222702)
Yell_July18_Site5cc_S134_L001_R2	(1.0, 6.784194070893133)	(2.0, 2.1720910084001956)	(3.0, 1.4514351904169962)	(4.0, 1.1875164802049194)	(5.0, 0.9852808226918296)	(6.0, 0.881455531698497)	(7.0, 0.7828097336798885)	(8.0, 0.6573247447922552)	(9.0, 0.5784551926771386)	('>10', 7.956878366670433)	('>50', 4.313105058952047)	('>100', 9.963696462877161)	('>500', 5.614805816099747)	('>1k', 12.262920480656948)	('>5k', 3.2376539722002486)	('>10k+', 41.17037706708856)
Yell_July18_Site5e_S95_L001_R1	(1.0, 3.9855218178162075)	(2.0, 1.1571055126253196)	(3.0, 0.7092585676941197)	(4.0, 0.5607422941024388)	(5.0, 0.5084599695498548)	(6.0, 0.453304989802074)	(7.0, 0.34787854413834707)	(8.0, 0.3286317543305277)	(9.0, 0.3076613714055902)	('>10', 6.210106000976703)	('>50', 3.135503145557439)	('>100', 8.630892533969147)	('>500', 3.303840739995978)	('>1k', 11.563298957226165)	('>5k', 13.437131941053115)	('>10k+', 45.36066185975697)
Yell_July18_Site5e_S95_L001_R2	(1.0, 2.977794375341128)	(2.0, 0.8026198615380197)	(3.0, 0.5860216598201717)	(4.0, 0.4240039068110654)	(5.0, 0.34902760621642587)	(6.0, 0.31886472666685817)	(7.0, 0.3317916750452443)	(8.0, 0.3056505127689524)	(9.0, 0.26629513659475457)	('>10', 4.557467467179914)	('>50', 2.217689810692023)	('>100', 5.080865243744793)	('>500', 3.175433052770676)	('>1k', 9.295337680618196)	('>5k', 7.182499784550861)	('>10k+', 62.12863749964092)
Yell_July18_Site5ee_S136_L001_R1	(1.0, 5.426010647925652)	(2.0, 1.633389298397818)	(3.0, 1.1066103271147618)	(4.0, 0.8363552387669377)	(5.0, 0.6491115285952352)	(6.0, 0.5710933160236926)	(7.0, 0.48933022924871583)	(8.0, 0.5043097260624521)	(9.0, 0.3623165791822443)	('>10', 7.5942928117139665)	('>50', 3.2842546764116616)	('>100', 9.761950829801709)	('>500', 3.7673434486546538)	('>1k', 21.536459471098933)	('>5k', 11.552624844743757)	('>10k+', 30.92454702625781)
Yell_July18_Site5ee_S136_L001_R2	(1.0, 5.414463952465064)	(2.0, 1.4186831774009323)	(3.0, 0.8472777885269537)	(4.0, 0.6503598199963799)	(5.0, 0.535204938240783)	(6.0, 0.48496120934470943)	(7.0, 0.3822892416005592)	(8.0, 0.3570113407273794)	(9.0, 0.35108195657194213)	('>10', 7.3926937504291)	('>50', 3.7773297798638112)	('>100', 7.377090107914791)	('>500', 3.0642433169599115)	('>1k', 13.778952558685301)	('>5k', 4.974441233561563)	('>10k+', 49.193915827710825)
Yell_July18_Site5f_S96_L001_R1	(1.0, 28.553166763509587)	(2.0, 5.833817547937246)	(3.0, 2.684485764090645)	(4.0, 2.41719930273097)	(5.0, 1.801278326554329)	(6.0, 1.7431725740848343)	(7.0, 1.6269610691458454)	(8.0, 1.5804764671702498)	(9.0, 0.41836141778036023)	('>10', 16.09529343404997)	('>50', 4.299825682742592)	('>100', 8.4253341080767)	('>500', 6.263800116211506)	('>1k', 18.256827425915166)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5f_S96_L001_R2	(1.0, 21.76641487507263)	(2.0, 6.019755955839628)	(3.0, 3.800116211504939)	(4.0, 2.463683904706566)	(5.0, 1.6269610691458454)	(6.0, 1.7431725740848343)	(7.0, 1.3829169087739686)	(8.0, 1.208599651365485)	(9.0, 0.6275421266705404)	('>10', 10.180127832655433)	('>50', 3.009877977919814)	('>100', 20.383497966298663)	('>500', 7.077280650784427)	('>1k', 18.710052295177224)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5ff_S137_L001_R1	(1.0, 7.9860015422029775)	(2.0, 2.480336912035115)	(3.0, 1.5559641734385194)	(4.0, 1.1806156948810724)	(5.0, 0.9336259564624236)	(6.0, 0.8584139035529984)	(7.0, 0.6161694050655436)	(8.0, 0.5542440239634617)	(9.0, 0.5466516400735512)	('>10', 7.2711311465685995)	('>50', 3.222729699270419)	('>100', 11.99193309211697)	('>500', 7.79381932498962)	('>1k', 24.2714277240643)	('>5k', 15.353698321371375)	('>10k+', 13.383237439943057)
Yell_July18_Site5ff_S137_L001_R2	(1.0, 9.310160745002669)	(2.0, 2.3275401862506673)	(3.0, 1.386559107894893)	(4.0, 0.9889080016608339)	(5.0, 0.8280443679933567)	(6.0, 0.6733495462364316)	(7.0, 0.6128477371137078)	(8.0, 0.4935049528441782)	(9.0, 0.36941692864345455)	('>10', 7.4993771872590305)	('>50', 4.987721691678035)	('>100', 14.01601518476778)	('>500', 5.7403167447654075)	('>1k', 15.34871581944362)	('>5k', 3.017498072246278)	('>10k+', 32.400023726199656)
Yell_July18_Site5g_S97_L001_R1	(1.0, 15.831048134248038)	(2.0, 5.0221344539388095)	(3.0, 3.012719121734817)	(4.0, 2.0140949207745655)	(5.0, 1.684651885406235)	(6.0, 1.2915664454781135)	(7.0, 1.4216590077400395)	(8.0, 1.14556328207624)	(9.0, 0.8254794238490551)	('>10', 13.140284706168634)	('>50', 7.463007852349622)	('>100', 18.769829756567802)	('>500', 18.15399590068041)	('>1k', 10.223965108987617)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5g_S97_L001_R2	(1.0, 21.72545789774163)	(2.0, 5.783971473228074)	(3.0, 3.2317238668376276)	(4.0, 2.2536898555878966)	(5.0, 1.539584639718476)	(6.0, 1.2803354329087386)	(7.0, 0.9630593278238977)	(8.0, 0.9059683472629085)	(9.0, 0.8507492021301487)	('>10', 16.260634365026625)	('>50', 13.005512555336136)	('>100', 23.67310266081406)	('>500', 6.355817196552079)	('>1k', 2.1703931790316995)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5h_S98_L001_R1	(1.0, 3.5142766657884303)	(2.0, 0.9985282885299651)	(3.0, 0.6115719634972974)	(4.0, 0.4534893932982571)	(5.0, 0.3845611345751065)	(6.0, 0.34490742588881523)	(7.0, 0.3427783677043164)	(8.0, 0.33426213496632096)	(9.0, 0.308979569025397)	('>10', 6.253576152419275)	('>50', 3.355661831043265)	('>100', 5.973072736611551)	('>500', 3.1549980971542477)	('>1k', 5.203684335188275)	('>5k', 9.94908889616317)	('>10k+', 58.816563008146304)
Yell_July18_Site5h_S98_L001_R2	(1.0, 2.4130213198563952)	(2.0, 0.6626693599252701)	(3.0, 0.3768432986562981)	(4.0, 0.28316473853834834)	(5.0, 0.2621402889664221)	(6.0, 0.22674469664912855)	(7.0, 0.19374429478939623)	(8.0, 0.18522806205140077)	(9.0, 0.17245371294440762)	('>10', 3.5611159458474053)	('>50', 2.1428970626981023)	('>100', 5.362033037660377)	('>500', 2.0130245134436717)	('>1k', 6.765082381245126)	('>5k', 7.773989828424524)	('>10k+', 67.60584745830373)
Yell_July18_Site5k_S108_L001_R1	(1.0, 12.320124876018276)	(2.0, 3.4145786247378096)	(3.0, 1.970699663420107)	(4.0, 1.5219264727402806)	(5.0, 0.9999837401017869)	(6.0, 0.6341360303084502)	(7.0, 0.6601518674493098)	(8.0, 0.5983642542397685)	(9.0, 0.5121867937106714)	('>10', 10.403082876701191)	('>50', 7.464919269605372)	('>100', 18.466366400546335)	('>500', 6.995008211248598)	('>1k', 20.62080291377376)	('>5k', 13.417668005398287)	('>10k+', 0.0)
Yell_July18_Site5k_S108_L001_R2	(1.0, 14.0794458626689)	(2.0, 3.138160355116177)	(3.0, 1.9804556023479292)	(4.0, 1.6259898213037187)	(5.0, 1.260142111510382)	(6.0, 0.7707191752979626)	(7.0, 0.6942976536966879)	(8.0, 0.5853563356693388)	(9.0, 0.7902310531536073)	('>10', 12.014438789613177)	('>50', 5.999902440610722)	('>100', 9.42261101445505)	('>500', 9.294157818572057)	('>1k', 6.315344465943642)	('>5k', 32.02874750004065)	('>10k+', 0.0)
Yell_July18_Site5m_S110_L001_R1	(1.0, 9.718201835770305)	(2.0, 3.0711629019355584)	(3.0, 1.838244390014597)	(4.0, 1.204054198932845)	(5.0, 0.9690162217438992)	(6.0, 0.836240381998565)	(7.0, 0.6407877483361786)	(8.0, 0.6465606109338018)	(9.0, 0.6012024048096193)	('>10', 9.111226568363064)	('>50', 5.343196681428701)	('>100', 14.358758669602581)	('>500', 4.801372291908921)	('>1k', 16.912013327065655)	('>5k', 13.937339699976084)	('>10k+', 16.01062206717963)
Yell_July18_Site5m_S110_L001_R2	(1.0, 10.526402599437558)	(2.0, 2.7066478636284916)	(3.0, 1.6675325960563103)	(4.0, 1.190859084423992)	(5.0, 0.9360284354717665)	(6.0, 0.9253074049333234)	(7.0, 0.6869706491171644)	(8.0, 0.5739874811351098)	(9.0, 0.5418243895197803)	('>10', 9.87077034727892)	('>50', 3.909877367904533)	('>100', 10.671548859034942)	('>500', 2.582943665107994)	('>1k', 11.870654890026968)	('>5k', 22.540554359748302)	('>10k+', 18.798090007174846)
Yell_July18_Site5n_S115_L001_R1	(1.0, 12.494652041327205)	(2.0, 3.8013745391652636)	(3.0, 2.4468617723362613)	(4.0, 1.6421646716125802)	(5.0, 1.4063993445905967)	(6.0, 0.9503436347913159)	(7.0, 0.9430613080879341)	(8.0, 0.7864912839652269)	(9.0, 0.6881798734695735)	('>10', 9.345045742114605)	('>50', 4.658868508488462)	('>100', 19.036002002639844)	('>500', 5.691138318692823)	('>1k', 24.495926448500295)	('>5k', 11.613490510218014)	('>10k+', 0.0)
Yell_July18_Site5n_S115_L001_R2	(1.0, 13.010786946429384)	(2.0, 3.122297574074917)	(3.0, 1.8078376041145146)	(4.0, 1.2489190296299668)	(5.0, 0.9785626507669201)	(6.0, 0.7974147740202995)	(7.0, 0.7582722679896227)	(8.0, 0.6699740567111192)	(9.0, 0.5407127577260935)	('>10', 11.716353374903282)	('>50', 3.989804742615265)	('>100', 11.341313549679123)	('>500', 7.524464066269173)	('>1k', 16.57184470438305)	('>5k', 11.488780665422603)	('>10k+', 14.432661235264668)
Yell_July18_Site5o_S116_L001_R1	(1.0, 9.809284177515226)	(2.0, 2.820625022791088)	(3.0, 1.8241986653539)	(4.0, 1.272654341246399)	(5.0, 0.9298763811399191)	(6.0, 0.7657805491740509)	(7.0, 0.7593990445976005)	(8.0, 0.7293148087371913)	(9.0, 0.5661306202822448)	('>10', 9.692593808117273)	('>50', 4.071399919775371)	('>100', 14.144149071946908)	('>500', 12.738394778105969)	('>1k', 15.425919848302518)	('>5k', 11.370929511723736)	('>10k+', 13.079349451190605)
Yell_July18_Site5o_S116_L001_R2	(1.0, 9.778288298143893)	(2.0, 2.271815629216351)	(3.0, 1.3237063778580023)	(4.0, 0.9590489734894067)	(5.0, 0.7475476789556212)	(6.0, 0.6837326331911169)	(7.0, 0.5807169164569886)	(8.0, 0.4740546256791744)	(9.0, 0.4430587463078438)	('>10', 10.269664150530575)	('>50', 7.043357765379427)	('>100', 15.433212996389893)	('>500', 2.6082120847463806)	('>1k', 14.497866754184443)	('>5k', 12.125770338766728)	('>10k+', 20.759946030704153)
Yell_July18_Site5p_S121_L001_R1	(1.0, 8.637847145746152)	(2.0, 3.03813013502059)	(3.0, 2.1023967322747934)	(4.0, 1.5430924587362929)	(5.0, 1.2948094160676504)	(6.0, 0.9010271709749114)	(7.0, 0.9297265549392975)	(8.0, 0.8916831854981346)	(9.0, 0.6126984762629397)	('>10', 11.067283369708134)	('>50', 3.7155690820869123)	('>100', 14.258921837561486)	('>500', 6.440008276101422)	('>1k', 12.959440428755448)	('>5k', 9.217174245306316)	('>10k+', 22.39019148495952)
Yell_July18_Site5p_S121_L001_R2	(1.0, 9.056324209598943)	(2.0, 2.8031956430330576)	(3.0, 1.8020543419498227)	(4.0, 1.1800118802101063)	(5.0, 1.0211641271048997)	(6.0, 0.9170454317922431)	(7.0, 0.8456306856483057)	(8.0, 0.7742159395043683)	(9.0, 0.6427327152954367)	('>10', 10.866387681957432)	('>50', 4.044610856376269)	('>100', 9.005599717010726)	('>500', 3.653498321419752)	('>1k', 12.113809743107142)	('>5k', 5.526299981979457)	('>10k+', 35.74741872401204)
Yell_July18_Site5q_S122_L001_R1	(1.0, 24.98284363562424)	(2.0, 6.652856852379016)	(3.0, 3.7000559170394474)	(4.0, 2.5289751931679545)	(5.0, 2.1254829198861325)	(6.0, 1.5821980479869866)	(7.0, 1.4811661244408296)	(8.0, 1.3877592517283448)	(9.0, 1.3038836925579504)	('>10', 24.64543513623424)	('>50', 8.79867324115494)	('>100', 19.80797580317202)	('>500', 1.0026941846278974)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5q_S122_L001_R2	(1.0, 29.969626880845873)	(2.0, 7.344194794631964)	(3.0, 4.636030906872712)	(4.0, 3.65494103294022)	(5.0, 3.011895079300529)	(6.0, 2.508641724278162)	(7.0, 2.1883895892639287)	(8.0, 1.9825132167547783)	(9.0, 1.7385115900772672)	('>10', 22.7830164701098)	('>50', 8.536244408296055)	('>100', 11.217720618137454)	('>500', 0.42827368849125663)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Yell_July18_Site5r_S123_L001_R1	(1.0, 8.404820261437909)	(2.0, 2.5837418300653594)	(3.0, 1.5456495098039216)	(4.0, 1.3378267973856208)	(5.0, 0.942095588235294)	(6.0, 0.857843137254902)	(7.0, 0.6755514705882353)	(8.0, 0.5637254901960784)	(9.0, 0.6433823529411764)	('>10', 8.214358660130719)	('>50', 2.2263071895424837)	('>100', 11.807087418300654)	('>500', 9.456188725490195)	('>1k', 21.78359885620915)	('>5k', 14.563929738562093)	('>10k+', 14.39389297385621)
Yell_July18_Site5r_S123_L001_R2	(1.0, 8.554432189542483)	(2.0, 2.0526960784313726)	(3.0, 1.2316176470588236)	(4.0, 0.9375)	(5.0, 0.7914624183006536)	(6.0, 0.6924019607843137)	(7.0, 0.5540236928104575)	(8.0, 0.5024509803921569)	(9.0, 0.4503676470588235)	('>10', 8.012152777777779)	('>50', 4.111008986928105)	('>100', 9.560866013071895)	('>500', 3.0836397058823533)	('>1k', 16.343954248366014)	('>5k', 12.53216911764706)	('>10k+', 30.58925653594771)
Yell_July18_Site5s_S124_L001_R1	(1.0, 9.116867070487901)	(2.0, 3.4068649609739925)	(3.0, 2.544977850103969)	(4.0, 2.094445951240093)	(5.0, 1.521863604857909)	(6.0, 1.4239218877135882)	(7.0, 1.2393394207877528)	(8.0, 0.8136696501220505)	(9.0, 0.8136696501220505)	('>10', 8.30847120513516)	('>50', 4.132387065666155)	('>100', 17.154868456739898)	('>500', 7.784859717325136)	('>1k', 18.586324322695354)	('>5k', 10.929542235482025)	('>10k+', 10.127926950546968)
Yell_July18_Site5s_S124_L001_R2	(1.0, 11.985052587168129)	(2.0, 4.012596811620408)	(3.0, 2.357381791881385)	(4.0, 1.5730946569026307)	(5.0, 1.212970496941205)	(6.0, 0.9854443540367056)	(7.0, 0.6644968809330078)	(8.0, 0.6328541723171504)	(9.0, 0.549227013832384)	('>10', 9.630684386583493)	('>50', 4.672573305608293)	('>100', 11.762800229032939)	('>500', 4.180604526414128)	('>1k', 11.728143929120332)	('>5k', 13.689238465479312)	('>10k+', 20.3628363921285)
Yell_July18_Site5u_S126_L001_R1	(1.0, 10.521628498727734)	(2.0, 3.224612537589637)	(3.0, 1.9986120749479526)	(4.0, 1.3786722183668747)	(5.0, 1.179736294240111)	(6.0, 0.8605135322692574)	(7.0, 0.7772380291464261)	(8.0, 0.7217210270645386)	(9.0, 0.5517002081887579)	('>10', 11.30233634050428)	('>50', 5.809622947027527)	('>100', 19.02613925514689)	('>500', 10.205875549387)	('>1k', 20.94031922276197)	('>5k', 11.501272264631043)	('>10k+', 0.0)
Yell_July18_Site5u_S126_L001_R2	(1.0, 10.68586629655332)	(2.0, 2.7203331020124915)	(3.0, 1.7071478140180432)	(4.0, 1.2306268794818414)	(5.0, 0.9946796206338191)	(6.0, 0.7980569049271339)	(7.0, 0.744853111265325)	(8.0, 0.5829285218598196)	(9.0, 0.5100624566273421)	('>10', 10.542447374508443)	('>50', 5.407124681933842)	('>100', 15.042794355771456)	('>500', 6.11265325005783)	('>1k', 11.087207957436965)	('>5k', 31.83321767291233)	('>10k+', 0.0)
Yell_July18_Site5v_S127_L001_R1	(1.0, 9.447714827932165)	(2.0, 2.6496150080382934)	(3.0, 1.5629344002707637)	(4.0, 1.3296425679024284)	(5.0, 1.0939332035924525)	(6.0, 0.8340485198660686)	(7.0, 0.7192157526381318)	(8.0, 0.5705375382272239)	(9.0, 0.5004291119196412)	('>10', 7.489513955203134)	('>50', 6.36173530442771)	('>100', 17.52952410883729)	('>500', 10.256379262411004)	('>1k', 30.23365446215958)	('>5k', 9.421121976574115)	('>10k+', 0.0)
Yell_July18_Site5v_S127_L001_R2	(1.0, 9.760785214374646)	(2.0, 2.069407342044507)	(3.0, 1.2583253756240254)	(4.0, 0.8074556685080201)	(5.0, 0.7192157526381318)	(6.0, 0.5294394952193306)	(7.0, 0.5922953257019908)	(8.0, 0.5125167716278451)	(9.0, 0.5004291119196412)	('>10', 12.356005753726022)	('>50', 5.814164319646074)	('>100', 9.428374572399038)	('>500', 7.605555488401891)	('>1k', 20.310894607695005)	('>5k', 8.426307582588935)	('>10k+', 19.3088276178849)
Yell_July18_Site5w_S128_L001_R1	(1.0, 84.61538461538461)	(2.0, 15.384615384615385)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
