Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Yell_July18_Site5r_S123_L001_R1	Yell_July18_Site5r_S123_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	195840.0	35.2 Mbp	0.0	41-291	45.0	11.67687908496732	179.89129901960786	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5r_S123_L001_R2	Yell_July18_Site5r_S123_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	195840.0	35.2 Mbp	0.0	41-291	46.0	11.214767156862745	179.99080371732026	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5s_S124_L001_R1	Yell_July18_Site5s_S124_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132732.0	25.3 Mbp	0.0	42-291	43.0	13.703553024138868	190.79367447186812	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5s_S124_L001_R2	Yell_July18_Site5s_S124_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132732.0	25.3 Mbp	0.0	23-291	44.0	16.426332760750988	189.719879154989	154	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5u_S126_L001_R1	Yell_July18_Site5u_S126_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86460.0	17.1 Mbp	0.0	43-291	43.0	14.494563960212814	198.7561647004395	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5u_S126_L001_R2	Yell_July18_Site5u_S126_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86460.0	17.1 Mbp	0.0	43-291	44.0	14.152209114041176	198.84493407356004	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5v_S127_L001_R1	Yell_July18_Site5v_S127_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82729.0	15.3 Mbp	0.0	42-291	44.0	12.762151119921672	185.1094537586578	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5v_S127_L001_R2	Yell_July18_Site5v_S127_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82729.0	15.3 Mbp	0.0	42-291	45.0	12.566331032648769	185.20296389416046	157	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5w_S128_L001_R1	Yell_July18_Site5w_S128_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	2.7 kbp	0.0	151-291	43.0	92.3076923076923	208.92307692307693	162	pass	pass	fail	pass	fail	fail	pass	warn	pass	fail	pass
Yell_July18_Site5w_S128_L001_R2	Yell_July18_Site5w_S128_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13.0	2.7 kbp	0.0	151-291	43.0	84.61538461538461	208.92307692307693	162	pass	pass	fail	pass	fail	fail	pass	warn	pass	fail	pass
Yell_July18_Site5z_S131_L001_R1	Yell_July18_Site5z_S131_L001_R1.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	515858.0	106.9 Mbp	0.0	41-291	43.0	13.760763620996475	207.01373052274076	162	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
Yell_July18_Site5z_S131_L001_R2	Yell_July18_Site5z_S131_L001_R2.fastp-trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	515858.0	106.9 Mbp	0.0	16-291	43.0	15.565329993913055	206.79343927980182	164	pass	fail	warn	pass	fail	fail	pass	warn	fail	fail	pass
